model,epochs,batchsize,units1,units2,units3,MSE,RMSE,MAE,AR2
double_lstm_with_attention,1500,64,8,8,8,0.0006616784024516,0.0257231102795068,0.0224879359408283,0.903234469162617
double_lstm_with_attention,1500,64,8,8,16,0.0005895952338629,0.0242815821943904,0.0203038743429193,0.9137760948936132
double_lstm_with_attention,1500,64,8,8,32,0.0012031168017976,0.0346859741364963,0.0290629339444823,0.8240531418979896
double_lstm_with_attention,1500,64,8,8,64,0.0082770896817534,0.0909785121979552,0.0851482054035724,-0.2104626263693196
double_lstm_with_attention,1500,64,8,16,4,0.0045971041862217,0.0678019482479797,0.0634796499799669,0.3277078029957407
double_lstm_with_attention,1500,64,8,16,8,0.0009033390037116,0.0300555985418968,0.0250386854384755,0.8678934087973988
double_lstm_with_attention,1500,64,8,16,16,0.001912954483961,0.0437373351264237,0.038898295202471,0.720244675627343
double_lstm_with_attention,1500,64,8,16,32,0.0058744024978424,0.0766446508103625,0.0694519815931508,0.1409124524089468
double_lstm_with_attention,1500,64,8,16,64,0.0050388767790763,0.0709850461652051,0.065029001742952,0.2631018565139017
double_lstm_with_attention,1500,64,8,32,4,0.0072786109547065,0.0853147757115175,0.0785706306523411,-0.0644425602850424
double_lstm_with_attention,1500,64,8,32,8,0.003820474525017,0.0618099872594797,0.0496066793830997,0.4412840979935448
double_lstm_with_attention,1500,64,8,32,16,0.009253724067268,0.0961962788639353,0.0895641442014519,-0.3532881204434721
double_lstm_with_attention,1500,64,8,32,32,0.0082879452918542,0.0910381529461918,0.0838055734305905,-0.2120501783735411
double_lstm_with_attention,1500,64,8,32,64,0.0001937307423684,0.0139187191353382,0.0112667669535033,0.971668323984368
double_lstm_with_attention,1500,64,8,64,4,0.001297878629674,0.0360260826301453,0.0313171530211661,0.8101949314084205
double_lstm_with_attention,1500,64,8,64,8,0.0081804835107839,0.0904460254006993,0.0803243022953464,-0.196334694459503
double_lstm_with_attention,1500,64,8,64,16,0.010068081094726,0.1003398280580848,0.0821440212050862,-0.4723817613438696
double_lstm_with_attention,1500,64,8,64,32,0.0056754485849911,0.0753355731709209,0.0669439487835895,0.1700079781475687
double_lstm_with_attention,1500,64,8,64,64,0.0029624028952986,0.0544279606020531,0.0468045017982013,0.5667706734032125
double_lstm_with_attention,1500,64,16,4,4,0.0095683361509377,0.0978178723492681,0.0906289395304944,-0.3992977909591688
double_lstm_with_attention,1500,64,16,4,8,0.0100680792702104,0.1003398189664024,0.0821440145060733,-0.4723814945220697
double_lstm_with_attention,1500,64,16,4,16,0.007893070643495,0.0888429549457639,0.0821633732035645,-0.1543027064579953
double_lstm_with_attention,1500,64,16,4,32,0.0025171176569696,0.050170884554387,0.0436594689658217,0.6318903180845354
double_lstm_with_attention,1500,64,16,4,64,0.0070551977312346,0.0839952244549332,0.0752740110091647,-0.0317700428124316
double_lstm_with_attention,1500,64,16,8,4,0.0035837753695436,0.0598646420647755,0.0553681405489102,0.4758995839203555
double_lstm_with_attention,1500,64,16,8,8,0.0099152354405155,0.0995752752469985,0.0907401972574379,-0.4500292245056341
double_lstm_with_attention,1500,64,16,8,16,0.0029409368623878,0.0542304053312148,0.0463351868532844,0.5699099205992654
double_lstm_with_attention,1500,64,16,8,32,0.0056337603429111,0.0750583795649166,0.0668358877758898,0.1761045725952789
double_lstm_with_attention,1500,64,16,8,64,0.0067132911114506,0.0819346758793286,0.075039031462207,0.0182312500174767
double_lstm_with_attention,1500,64,16,16,4,0.0060104072365083,0.0775268162412745,0.0699135542943799,0.121022773851136
double_lstm_with_attention,1500,64,16,16,8,0.0072235477199588,0.0849914567468919,0.0769698399623364,-0.0563899729250116
double_lstm_with_attention,1500,64,16,16,16,0.0052830976576674,0.0726849204282938,0.0655101670795246,0.2273863746863577
double_lstm_with_attention,1500,64,16,16,32,2.0025140458919157,1.4151021326716724,0.4698378300332789,-291.85274227187887
double_lstm_with_attention,1500,64,16,16,64,0.010068081094726,0.1003398280580848,0.0821440212050862,-0.4723817613438696
double_lstm_with_attention,1500,64,16,32,4,0.0085462145202587,0.0924457382482221,0.0850717667666828,-0.2498201265733457
double_lstm_with_attention,1500,64,16,32,8,0.0038461968003609,0.062017713601526,0.0513327167103695,0.4375224070893673
double_lstm_with_attention,1500,64,16,32,16,0.0160715223735353,0.1267735081692362,0.1190936012833217,-1.3503402681389889
double_lstm_with_attention,1500,64,16,32,32,0.0049027044301871,0.0700193146937841,0.06163581876191,0.2830160468166333
double_lstm_with_attention,1500,64,16,32,64,0.0175428702046361,0.1324495005828113,0.1245348601511559,-1.5655139135162033
double_lstm_with_attention,1500,64,16,64,4,0.0066048874171537,0.0812704584529566,0.0759708360999833,0.0340844817150897
double_lstm_with_attention,1500,64,16,64,8,0.0063848020577836,0.0799049564031143,0.0751557097002312,0.0662703238856646
double_lstm_with_attention,1500,64,16,64,16,0.0008916343835446,0.0298602475466077,0.0247543960749761,0.8696051221909613
double_lstm_with_attention,1500,64,16,64,32,0.0004105336465767,0.0202616299091843,0.017704753941037,0.9399625163970678
double_lstm_with_attention,1500,64,16,64,64,0.0013964052795532,0.0373685065202408,0.0321503438086132,0.7957861437830925
double_lstm_with_attention,1500,64,32,4,4,0.0036263540693762,0.0602192167781698,0.0523117880054763,0.4696727666683586
double_lstm_with_attention,1500,64,32,4,8,0.0100680827870903,0.1003398364912477,0.082144027702892,-0.4723820088395249
double_lstm_with_attention,1500,64,32,4,16,0.0079306611350966,0.0890542595000188,0.0823297536042562,-0.1598000354637381
double_lstm_with_attention,1500,64,32,4,32,0.001795060620753,0.0423681557393406,0.0385279582790091,0.7374857737401566
double_lstm_with_attention,1500,64,32,4,64,0.010068081094726,0.1003398280580848,0.0821440212050862,-0.4723817613438696
double_lstm_with_attention,1500,64,32,8,4,0.0035642499729215,0.0597013397916789,0.0498136079212043,0.4787550275345866
double_lstm_with_attention,1500,64,32,8,8,0.0067197093139239,0.0819738331049849,0.0752299125390426,0.0172926357797332
double_lstm_with_attention,1500,64,32,8,16,0.0011299219809862,0.0336143121450707,0.0309326276694009,0.8347573384746395
double_lstm_with_attention,1500,64,32,8,32,0.0011027941531965,0.0332083446319823,0.0239562124884077,0.8387245809398808
double_lstm_with_attention,1500,64,32,8,64,0.0131375705756308,0.114619241733798,0.1023205292832567,-0.9212717023166848
double_lstm_with_attention,1500,64,32,16,4,0.007703352631769,0.0877687451873901,0.0768159691278176,-0.1265578623674825
double_lstm_with_attention,1500,64,32,16,8,0.0014168104793624,0.0376405430269336,0.0308156502419128,0.7928020355153
double_lstm_with_attention,1500,64,32,16,16,0.0028659883681275,0.0535349266192414,0.0420761191053207,0.5808705788369963
double_lstm_with_attention,1500,64,32,16,32,0.0461806874420495,0.2148969228305736,0.2028271642344702,-5.753581072327062
double_lstm_with_attention,1500,64,32,16,64,0.0042488609108008,0.0651832870512133,0.0581568992659504,0.3786357844468333
double_lstm_with_attention,1500,64,32,32,4,0.0091347664144642,0.0955759719514495,0.089332737689824,-0.3358914510371966
double_lstm_with_attention,1500,64,32,32,8,0.0082142189463698,0.0906323283733231,0.0827045958529653,-0.2012682502781704
double_lstm_with_attention,1500,64,32,32,16,0.0053981791091386,0.0734723016458491,0.0664628974491751,0.2105565708120153
double_lstm_with_attention,1500,64,32,32,32,0.0126924064854712,0.1126605808855575,0.1035281876655937,-0.8561697746514874
double_lstm_with_attention,1500,64,32,32,64,0.0041979271184532,0.0647914123819912,0.0564793753701102,0.3860844716577465
double_lstm_with_attention,1500,64,32,64,4,0.0156316768619152,0.1250267045951195,0.1165366189465037,-1.2860161429134114
double_lstm_with_attention,1500,64,32,64,8,0.0088708875884563,0.0941853894638458,0.0848843319720811,-0.2973011410304123
double_lstm_with_attention,1500,64,32,64,16,0.0019944929585047,0.0446597465118727,0.0377508258299689,0.7083202819284554
double_lstm_with_attention,1500,64,32,64,32,0.018466824437953,0.1358926945716843,0.1215415411421446,-1.700635328277644
double_lstm_with_attention,1500,64,32,64,64,0.0100680777708284,0.1003398114948818,0.0821440083751746,-0.4723812752486387
double_lstm_with_attention,1500,64,64,4,4,0.0040990304089512,0.0640236706925749,0.0579896024407,0.4005473777425897
double_lstm_with_attention,1500,64,64,4,8,0.010068081094726,0.1003398280580848,0.0821440212050862,-0.4723817613438696
double_lstm_with_attention,1500,64,64,4,16,0.010068081094726,0.1003398280580848,0.0821440212050862,-0.4723817613438696
double_lstm_with_attention,1500,64,64,4,32,0.0091585715213215,0.0957004259202725,0.0918856238822571,-0.3393727703505571
double_lstm_with_attention,1500,64,64,4,64,0.0100680827870903,0.1003398364912477,0.082144027702892,-0.4723820088395249
double_lstm_with_attention,1500,64,64,8,4,0.010068081094726,0.1003398280580848,0.0821440212050862,-0.4723817613438696
double_lstm_with_attention,1500,64,64,8,8,0.0019419004940483,0.0440670000572807,0.0400511274345463,0.7160115375630784
double_lstm_with_attention,1500,64,64,8,16,0.010068081094726,0.1003398280580848,0.0821440212050862,-0.4723817613438696
double_lstm_with_attention,1500,64,64,8,32,0.0076059909829106,0.0872123327454934,0.0718184640091928,-0.1123194474516036
double_lstm_with_attention,1500,64,64,8,64,0.0214485510697116,0.1464532385087869,0.1381884134455717,-2.136690607194132
double_lstm_with_attention,1500,64,64,16,4,0.010068081094726,0.1003398280580848,0.0821440212050862,-0.4723817613438696
double_lstm_with_attention,1500,64,64,16,8,0.006179067462751,0.0786070446127508,0.0724334291360412,0.0963574738155702
double_lstm_with_attention,1500,64,64,16,16,0.0778274518915968,0.2789757191792806,0.2677244841859178,-10.381684316893452
double_lstm_with_attention,1500,64,64,16,32,0.0100680827870903,0.1003398364912477,0.082144027702892,-0.4723820088395249
double_lstm_with_attention,1500,64,64,16,64,0.0318166236329045,0.1783721492635678,0.1580292002842169,-3.6529438831368184
double_lstm_with_attention,1500,64,64,32,4,0.00910586014539,0.0954246307060711,0.0782894805078029,-0.3316641247996612
double_lstm_with_attention,1500,64,64,32,8,0.010068081094726,0.1003398280580848,0.0821440212050862,-0.4723817613438696
double_lstm_with_attention,1500,64,64,32,16,0.0060605497532578,0.0778495327748201,0.0712845955290486,0.1136898047942569
double_lstm_with_attention,1500,64,64,32,32,0.0010638526044877,0.0326167534326725,0.0283317901462603,0.844419491969878
double_lstm_with_attention,1500,64,64,32,64,0.0018150549856966,0.0426034621327497,0.0342319642892797,0.7345617470069935
double_lstm_with_attention,1500,64,64,64,4,2.382843730499513,1.5436462452581268,1.414315782485818,-347.4731217310028
double_lstm_with_attention,1500,64,64,64,8,0.007986782068907,0.0893687980724093,0.073349064365399,-0.1680073034222058
double_lstm_with_attention,1500,64,64,64,16,0.0100680827870903,0.1003398364912477,0.082144027702892,-0.4723820088395249
double_lstm_with_attention,1500,64,64,64,32,0.0526823865658642,0.2295264397969528,0.2207819793218531,-6.7044060724022785
double_lstm_with_attention,1500,64,64,64,64,0.0100761484341354,0.1003800200943168,0.082174965448787,-0.4735615495574583
double_lstm_with_attention,1500,128,4,4,4,0.0073171578635179,0.0855403873238713,0.0709171046467399,-0.0700797581737056
double_lstm_with_attention,1500,128,4,4,8,0.0047278415796053,0.0687593017678727,0.060988765452177,0.3085884343958401
double_lstm_with_attention,1500,128,4,4,16,0.0001683715346432,0.0129758057415811,0.0104293531546271,0.9753769189574704
double_lstm_with_attention,1500,128,4,4,32,8.607516757192681e-05,0.0092776703741794,0.0071600068769145,0.987412148785342
double_lstm_with_attention,1500,128,4,4,64,0.0010504787269974,0.032411089568193,0.0305455775333288,0.8463753217958324
double_lstm_with_attention,1500,128,4,8,4,0.0001823612600268,0.0135041201130179,0.0112622764252924,0.973331025970796
double_lstm_with_attention,1500,128,4,8,8,0.0005526541794438,0.0235085979897529,0.0211706140555971,0.9191784485556252
double_lstm_with_attention,1500,128,4,8,16,0.0168342703787472,0.1297469474737161,0.0859822878221232,-1.4618864744924194
double_lstm_with_attention,1500,128,4,8,32,0.0001599402464895,0.0126467484552179,0.0102508224081805,0.97660993196018
double_lstm_with_attention,1500,128,4,8,64,0.0002137300314862,0.0146195085925038,0.0119269823525352,0.9687435771274514
double_lstm_with_attention,1500,128,4,16,4,0.0001482181779628,0.0121744888173115,0.0093102800375849,0.9783241970462048
double_lstm_with_attention,1500,128,4,16,8,0.0015593950094952,0.0394891758523176,0.0368533236255621,0.7719501115347387
double_lstm_with_attention,1500,128,4,16,16,0.0002600085890074,0.0161247818282117,0.0135274760619053,0.9619756832860802
double_lstm_with_attention,1500,128,4,16,32,0.0001507078920434,0.0122763142694973,0.0097034425147689,0.9779600949329248
double_lstm_with_attention,1500,128,4,16,64,0.0002287813485681,0.0151255197784445,0.0122719862490038,0.9665424342734183
double_lstm_with_attention,1500,128,4,32,4,0.007690030440027,0.0876928186342934,0.0721311409258821,-0.1246095911966997
double_lstm_with_attention,1500,128,4,32,8,0.0009932936419515,0.0315165613916162,0.0258718578066286,0.8547382139348931
double_lstm_with_attention,1500,128,4,32,16,0.0010284049212053,0.032068753034774,0.0270028374390813,0.849603451242343
double_lstm_with_attention,1500,128,4,32,32,0.0073171578635179,0.0855403873238713,0.0709171046467399,-0.0700797581737056
double_lstm_with_attention,1500,128,4,32,64,0.0001618361809829,0.0127214850148476,0.0107924510832095,0.976332665682468
double_lstm_with_attention,1500,128,4,64,4,0.0012650405991249,0.0355674092270573,0.03302245649589,0.8149972484342803
double_lstm_with_attention,1500,128,4,64,8,0.0023313563559317,0.0482841211572887,0.0465146345059553,0.6590565227503857
double_lstm_with_attention,1500,128,4,64,16,0.0005874853640047,0.0242380973676711,0.022581245392829,0.9140846476226624
double_lstm_with_attention,1500,128,4,64,32,0.0006862789764717,0.0261969268516691,0.024503892777604,0.8996368187101722
double_lstm_with_attention,1500,128,4,64,64,0.0003512420687477,0.0187414532186745,0.0157666422486115,0.9486334673931254
double_lstm_with_attention,1500,128,8,4,4,0.0011717996289972,0.0342315589624143,0.0314882979808332,0.8286330448223296
double_lstm_with_attention,1500,128,8,4,8,0.0004122472317302,0.0203038723333807,0.0173577070432121,0.9397119173501652
double_lstm_with_attention,1500,128,8,4,16,0.0012755753350211,0.0357151975357985,0.0327735893240317,0.8134566218890502
double_lstm_with_attention,1500,128,8,4,32,5.9833797906299986e-05,0.0077352309536496,0.0059311323906019,0.991249753362106
double_lstm_with_attention,1500,128,8,4,64,0.0002011504762213,0.0141827527730448,0.0116974885340778,0.9705832432528744
double_lstm_with_attention,1500,128,8,8,4,0.0012205918575564,0.034936969782116,0.0302122699576985,0.8214975453413438
double_lstm_with_attention,1500,128,8,8,8,0.0003259945100699,0.0180553180550768,0.0162947731242017,0.9523257345258468
double_lstm_with_attention,1500,128,8,8,16,0.0002465158079235,0.0157008218868821,0.0128511731196397,0.9639489018756728
double_lstm_with_attention,1500,128,8,8,32,0.0002900859277181,0.0170319091037435,0.0134781495700926,0.9575770968493186
double_lstm_with_attention,1500,128,8,8,64,0.0012307829177841,0.0350825158417138,0.0338847547093973,0.8200071787991277
double_lstm_with_attention,1500,128,8,16,4,0.0003054678422687,0.0174776383492939,0.0150674879067802,0.9553276065814452
double_lstm_with_attention,1500,128,8,16,8,0.0002395432596681,0.0154771851338712,0.0126532424365312,0.964968585049145
double_lstm_with_attention,1500,128,8,16,16,0.0005195676068879,0.0227940256841108,0.0193670183276373,0.924017112996084
double_lstm_with_attention,1500,128,8,16,32,0.0003904608449648,0.0197600821092629,0.0175392992648637,0.9428980139079072
double_lstm_with_attention,1500,128,8,16,64,0.0002597671213408,0.0161172926182036,0.0142015796765245,0.9620109961311942
double_lstm_with_attention,1500,128,8,32,4,0.0001747766833027,0.0132203132830786,0.0109667015672242,0.9744402137426232
double_lstm_with_attention,1500,128,8,32,8,0.0018995030442183,0.0435832885888433,0.0317865847497386,0.722211848354164
double_lstm_with_attention,1500,128,8,32,16,0.0006834208606378,0.0261423193431235,0.0249629417887215,0.9000547968319195
double_lstm_with_attention,1500,128,8,32,32,0.0002096797967666,0.0144803244703519,0.0125672422074653,0.9693358937441156
double_lstm_with_attention,1500,128,8,32,64,0.0015112995808359,0.038875436728556,0.036990589628417,0.7789837092278545
double_lstm_with_attention,1500,128,8,64,4,0.0001843255281051,0.0135766537889547,0.0117911890066461,0.9730437664160008
double_lstm_with_attention,1500,128,8,64,8,0.0001145514186119,0.0107028696437895,0.0083140020438433,0.9832477094777616
double_lstm_with_attention,1500,128,8,64,16,9.908421311915718e-05,0.0099541053399668,0.0076949206771343,0.9855096729097488
double_lstm_with_attention,1500,128,8,64,32,0.0006582383063381,0.0256561553304103,0.0206278459916975,0.9037375575592204
double_lstm_with_attention,1500,128,8,64,64,0.1185952387083002,0.344376594309631,0.3366007465465822,-16.343669048096345
double_lstm_with_attention,1500,128,16,4,4,0.007313762041752,0.0855205357896689,0.0709086100288635,-0.0695831445701975
double_lstm_with_attention,1500,128,16,4,8,0.0023522195872216,0.0484996864651888,0.0443165119749448,0.6560054307950356
double_lstm_with_attention,1500,128,16,4,16,0.0010160091231283,0.0318748980096937,0.028100544561854,0.8514162442496782
double_lstm_with_attention,1500,128,16,4,32,0.0022382101512522,0.0473097257575257,0.0426768448781473,0.6726784603984903
double_lstm_with_attention,1500,128,16,4,64,0.0001858469474701,0.0136325693642168,0.0110030272294107,0.9728212701822722
double_lstm_with_attention,1500,128,16,8,4,0.001766936988652,0.0420349496092481,0.0379002810284324,0.7415986451581214
double_lstm_with_attention,1500,128,16,8,8,0.0001470152608354,0.012124984982897,0.0096825077775893,0.9785001147034108
double_lstm_with_attention,1500,128,16,8,16,5.969037234141856e-05,0.0077259544615159,0.0058626737621274,0.9912707282811452
double_lstm_with_attention,1500,128,16,8,32,7.380200364850104e-05,0.0085908092545755,0.0066622093282002,0.9892070074624638
double_lstm_with_attention,1500,128,16,8,64,0.0015669438301496,0.0395846413416826,0.0380411055594539,0.7708461528213945
double_lstm_with_attention,1500,128,16,16,4,0.0001468153911342,0.0121167401199429,0.0105983568129845,0.9785293441563708
double_lstm_with_attention,1500,128,16,16,8,0.0003725047700443,0.019300382639842,0.0171094927994888,0.9455239559289856
double_lstm_with_attention,1500,128,16,16,16,0.0069549114594549,0.0833961117765988,0.07812820990857,-0.0171039236093504
double_lstm_with_attention,1500,128,16,16,32,0.0017008967066525,0.0412419289880161,0.0346844625900533,0.751256543799895
double_lstm_with_attention,1500,128,16,16,64,0.0019853772544677,0.0445575723583292,0.0412747658420276,0.7096533856489736
double_lstm_with_attention,1500,128,16,32,4,0.0004736032388523,0.0217624272279629,0.0197927403392306,0.930739058968753
double_lstm_with_attention,1500,128,16,32,8,0.0037009747475602,0.0608356371509352,0.0594010721490655,0.4587600490865695
double_lstm_with_attention,1500,128,16,32,16,0.003003087149438,0.0548004301939142,0.0526282446853001,0.560820904702985
double_lstm_with_attention,1500,128,16,32,32,9.727589746363876e-05,0.009862854427783,0.0077699859738943,0.9857741255859724
double_lstm_with_attention,1500,128,16,32,64,0.0020749878257327,0.0455520342655823,0.0419799018220154,0.6965485080151056
double_lstm_with_attention,1500,128,16,64,4,0.0004770416477651,0.0218412831071143,0.0181818960385268,0.9302362173126796
double_lstm_with_attention,1500,128,16,64,8,0.000168875961261,0.0129952284035726,0.0110715295036603,0.9753031503271866
double_lstm_with_attention,1500,128,16,64,16,0.0148268607261854,0.1217655974657268,0.1174310830134518,-1.1683177862618537
double_lstm_with_attention,1500,128,16,64,32,0.0008135826585007,0.0285233703916762,0.0231351175197129,0.8810196047835106
double_lstm_with_attention,1500,128,16,64,64,0.0007006813192341,0.0264703857024066,0.0239214269026516,0.8975305835095846
double_lstm_with_attention,1500,128,32,4,4,0.0024888175524876,0.0498880501972929,0.0444516718264592,0.6360289972718997
double_lstm_with_attention,1500,128,32,4,8,0.0004876090956513,0.0220818725576276,0.0204631731730789,0.9286908068829072
double_lstm_with_attention,1500,128,32,4,16,0.0022983776507048,0.0479413980887587,0.0420411640324899,0.6638794123985686
double_lstm_with_attention,1500,128,32,4,32,6.875789362855685e-05,0.0082920379659379,0.0061586629731696,0.9899446709283916
double_lstm_with_attention,1500,128,32,4,64,0.000374943706326,0.0193634631800723,0.016303610723129,0.945167279690041
double_lstm_with_attention,1500,128,32,8,4,0.0001555959878008,0.0124738120797483,0.0101272658246026,0.9772452473891674
double_lstm_with_attention,1500,128,32,8,8,0.0001092344321912,0.0104515277443662,0.0081269866981578,0.9840252790818886
double_lstm_with_attention,1500,128,32,8,16,0.002538101137023,0.0503795706315868,0.0367429758311725,0.6288216406444662
double_lstm_with_attention,1500,128,32,8,32,0.0003801983183119,0.0194986747834815,0.0176538930154294,0.9443988318817368
double_lstm_with_attention,1500,128,32,8,64,0.0002345034071871,0.0153135040793147,0.0133949773417057,0.9657056258817502
double_lstm_with_attention,1500,128,32,16,4,0.0017827348955696,0.0422224454001614,0.0390921120489031,0.7392883191094919
double_lstm_with_attention,1500,128,32,16,8,0.0003438547396755,0.0185433206216015,0.016636570965616,0.949713809167163
double_lstm_with_attention,1500,128,32,16,16,0.0003353665575057,0.0183130160679717,0.0148814027925131,0.9509551424953392
double_lstm_with_attention,1500,128,32,16,32,0.0003953401179687,0.019883161669331,0.0176886777752072,0.9421844566260352
double_lstm_with_attention,1500,128,32,16,64,0.0003294700063913,0.0181513086688355,0.0153734861506063,0.9518174691128998
double_lstm_with_attention,1500,128,32,32,4,0.0032498622687947,0.0570075632595777,0.0528600835075565,0.5247318842157959
double_lstm_with_attention,1500,128,32,32,8,0.000484017167071,0.0220003901572471,0.0187318971445673,0.9292160996452316
double_lstm_with_attention,1500,128,32,32,16,0.0061264130316361,0.0782714062198718,0.0629070939716393,0.1040577916117786
double_lstm_with_attention,1500,128,32,32,32,0.0002592843464052,0.016102308729039,0.0142361380035126,0.96208159836445
double_lstm_with_attention,1500,128,32,32,64,0.0024311522914361,0.049306716494167,0.0454969473538567,0.6444621115700924
double_lstm_with_attention,1500,128,32,64,4,0.0031767248824275,0.0563624421261853,0.0505509491477477,0.5354276814333793
double_lstm_with_attention,1500,128,32,64,8,0.003631940174045,0.0602655803427216,0.0557477927120583,0.4688558405278201
double_lstm_with_attention,1500,128,32,64,16,0.0039594473781237,0.0629241398679691,0.0585694492048711,0.4209603548382171
double_lstm_with_attention,1500,128,32,64,32,0.0073171585121979,0.0855403911155308,0.0709171061498753,-0.0700798530383239
double_lstm_with_attention,1500,128,32,64,64,0.0009200579058455,0.0303324563107826,0.0254923202815544,0.8654483940681781
double_lstm_with_attention,1500,128,64,4,4,0.0009713196732148,0.0311660018804916,0.0284541524882359,0.8579517429567453
double_lstm_with_attention,1500,128,64,4,8,0.0001949743653949,0.0139633221475038,0.0121500432439311,0.9714864533930372
double_lstm_with_attention,1500,128,64,4,16,0.0024355584400779,0.0493513772865354,0.0404554419765314,0.6438177451971047
double_lstm_with_attention,1500,128,64,4,32,0.0073171585121979,0.0855403911155308,0.0709171061498753,-0.0700798530383239
double_lstm_with_attention,1500,128,64,4,64,0.0073171585121979,0.0855403911155308,0.0709171061498753,-0.0700798530383239
double_lstm_with_attention,1500,128,64,8,4,9.608651478785908e-05,0.0098023729161799,0.0082039751762185,0.9859480639305884
double_lstm_with_attention,1500,128,64,8,8,0.0073171585121979,0.0855403911155308,0.0709171061498753,-0.0700798530383239
double_lstm_with_attention,1500,128,64,8,16,0.0003042077801622,0.0174415532611698,0.014872296156935,0.9555118812655974
double_lstm_with_attention,1500,128,64,8,32,0.0073171585121979,0.0855403911155308,0.0709171061498753,-0.0700798530383239
double_lstm_with_attention,1500,128,64,8,64,0.0002061723042702,0.0143587013434446,0.0126496201696405,0.969848838359004
double_lstm_with_attention,1500,128,64,16,4,0.0073171130528741,0.0855401253966474,0.0709169875323713,-0.0700732049513013
double_lstm_with_attention,1500,128,64,16,8,0.0073171585121979,0.0855403911155308,0.0709171061498753,-0.0700798530383239
double_lstm_with_attention,1500,128,64,16,16,0.0073171585121979,0.0855403911155308,0.0709171061498753,-0.0700798530383239
double_lstm_with_attention,1500,128,64,16,32,0.0073171585121979,0.0855403911155308,0.0709171061498753,-0.0700798530383239
double_lstm_with_attention,1500,128,64,16,64,0.0286668870023943,0.1693129853330638,0.1625623256840026,-3.192318395105218
double_lstm_with_attention,1500,128,64,32,4,0.0001596903468016,0.0126368645953663,0.0099863273358761,0.9766464779255152
double_lstm_with_attention,1500,128,64,32,8,0.0055961254519424,0.074807255342931,0.0734407716654334,0.1816083946772626
double_lstm_with_attention,1500,128,64,32,16,0.0390222269187305,0.1975404437545146,0.1793845908329229,-4.70670961641913
double_lstm_with_attention,1500,128,64,32,32,0.0013622081296553,0.0369081038480077,0.0321049410745912,0.8007872218759252
double_lstm_with_attention,1500,128,64,32,64,0.0012347157315856,0.0351385220461205,0.0331658652654414,0.8194320341158712
double_lstm_with_attention,1500,128,64,64,4,0.0062003387512013,0.0787422297830166,0.071313064109489,0.0932467065442341
double_lstm_with_attention,1500,128,64,64,8,0.0018026031437467,0.0424570741307828,0.0387206044797908,0.7363827360127038
double_lstm_with_attention,1500,128,64,64,16,0.0010813064924651,0.0328832250922123,0.0273251764844955,0.8418669910433757
double_lstm_with_attention,1500,128,64,64,32,0.0001207758822403,0.0109898081075297,0.0088696127173672,0.9823374281009692
double_lstm_with_attention,1500,128,64,64,64,0.0001021823172428,0.0101085269571217,0.0081638426077702,0.9850565982907064
double_lstm_with_attention,1500,256,4,4,4,6.354169205065098e-05,0.0079713042879224,0.0063463299719464,0.9907075015010244
double_lstm_with_attention,1500,256,4,4,8,6.975113504261228e-05,0.0083517144971923,0.0066055036510215,0.9897994167802668
double_lstm_with_attention,1500,256,4,4,16,5.769924783339648e-05,0.0075960020954049,0.0057366882461117,0.9915619153884592
double_lstm_with_attention,1500,256,4,4,32,0.0006853610106807,0.0261794005027002,0.0247310142627758,0.8997710643599017
double_lstm_with_attention,1500,256,4,4,64,0.0004783854787105,0.0218720250253723,0.0205517238055163,0.930039692060676
double_lstm_with_attention,1500,256,4,8,4,5.778689230557102e-05,0.0076017690247448,0.0057537696549186,0.991549098038152
double_lstm_with_attention,1500,256,4,8,8,5.37176747353317e-05,0.0073292342529988,0.005779234778268,0.9921441907551244
double_lstm_with_attention,1500,256,4,8,16,0.0001099289954589,0.0104847029265971,0.0089839291343615,0.9839237043847944
double_lstm_with_attention,1500,256,4,8,32,5.517551550803174e-05,0.0074280223147236,0.0058448522596744,0.991930992416288
double_lstm_with_attention,1500,256,4,8,64,0.0001140820631057,0.0106809205177133,0.0089323310136269,0.983316349219583
double_lstm_with_attention,1500,256,4,16,4,5.1965977394283815e-05,0.0072087431216741,0.0055018154514883,0.9924003634251782
double_lstm_with_attention,1500,256,4,16,8,4.592622355136846e-05,0.006776888928658,0.0050810878766446,0.993283632373615
double_lstm_with_attention,1500,256,4,16,16,0.0001214630167159,0.011021026119014,0.0085619996860645,0.9822369398093036
double_lstm_with_attention,1500,256,4,16,32,4.1326991870548216e-05,0.0064286073041171,0.0047258363551378,0.9939562357008352
double_lstm_with_attention,1500,256,4,16,64,4.091395886842153e-05,0.0063964020252343,0.0046950709205549,0.9940166386965444
double_lstm_with_attention,1500,256,4,32,4,8.564174243480655e-05,0.0092542823835674,0.0071518999408758,0.9874755339786871
double_lstm_with_attention,1500,256,4,32,8,5.918894152186371e-05,0.007693434962477,0.0057786590968765,0.9913440587982856
double_lstm_with_attention,1500,256,4,32,16,0.0001153314675521,0.0107392489286791,0.0092281645604652,0.9831336331387178
double_lstm_with_attention,1500,256,4,32,32,4.276637022055627e-05,0.0065396001575445,0.0048322539184963,0.9937457373536044
double_lstm_with_attention,1500,256,4,32,64,4.202022691317579e-05,0.0064823010507979,0.0047792485876682,0.993854855246756
double_lstm_with_attention,1500,256,4,64,4,4.443447328004394e-05,0.0066659187873873,0.0049378072227802,0.9935017897236912
