model,epochs,batchsize,units1,units2,units3,MSE,RMSE,MAE,AR2
double_lstm_with_attention,500,64,32,8,8,0.0121620627445185,0.1102817425711007,0.1056521494287869,-1.6003160572682704
double_lstm_with_attention,500,64,32,8,16,0.0004463726806594,0.0211275337098168,0.017502446376094,0.90456306027793
double_lstm_with_attention,500,64,32,8,32,0.004766369253221,0.0690388966686245,0.0543433441795599,-0.0190760206040236
double_lstm_with_attention,500,64,32,8,64,0.004770610898766,0.0690696090821863,0.0544541160721169,-0.0199829078033115
double_lstm_with_attention,500,64,32,16,4,0.0041772812597464,0.0646318904237408,0.0609116029852066,0.1068742397057485
double_lstm_with_attention,500,64,32,16,8,0.004766369253221,0.0690388966686245,0.0543433441795599,-0.0190760206040236
double_lstm_with_attention,500,64,32,16,16,0.0153069342076818,0.1237211954665888,0.1187904713483859,-2.272706911968808
double_lstm_with_attention,500,64,32,16,32,0.0023015403410262,0.047974371710594,0.0457522550789406,0.5079179880141158
double_lstm_with_attention,500,64,32,16,64,0.0043973613769925,0.0663126034550937,0.0633073599258948,0.0598198974628312
double_lstm_with_attention,500,64,32,32,4,0.0091137888815914,0.0954661661615856,0.0925486520873016,-0.9485783019855264
double_lstm_with_attention,500,64,32,32,8,0.0073465876217208,0.0857122372927044,0.0818147249461364,-0.5707409310562119
double_lstm_with_attention,500,64,32,32,16,0.0024723054507414,0.0497222832414349,0.0474152629324155,0.4714074662266975
double_lstm_with_attention,500,64,32,32,32,0.0019549253598548,0.0442145378790144,0.0405824944364924,0.5820261816785555
double_lstm_with_attention,500,64,32,32,64,0.0047663703555108,0.0690389046517312,0.0543433701707831,-0.0190762562796631
double_lstm_with_attention,500,64,32,64,4,0.0079410337350293,0.0891124779984785,0.0848362109211909,-0.6978367869227124
double_lstm_with_attention,500,64,32,64,8,0.004766369253221,0.0690388966686245,0.0543433441795599,-0.0190760206040236
double_lstm_with_attention,500,64,32,64,16,0.0069801709453089,0.0835474173467317,0.079401431729067,-0.4923990257939517
double_lstm_with_attention,500,64,32,64,32,0.0047663700799377,0.0690389026559498,0.0543433636729773,-0.0190761973606108
double_lstm_with_attention,500,64,32,64,64,0.0047663703555108,0.0690389046517312,0.0543433701707831,-0.0190762562796631
double_lstm_with_attention,500,64,64,4,4,0.0309314885041542,0.1758735014268898,0.165281721122654,-5.6133227497787574
double_lstm_with_attention,500,64,64,4,8,0.0115136078857339,0.107301481283969,0.1019376405805128,-1.461672833899673
double_lstm_with_attention,500,64,64,4,16,0.0047663703555108,0.0690389046517312,0.0543433701707831,-0.0190762562796631
double_lstm_with_attention,500,64,64,4,32,0.0011995464168102,0.0346344686231834,0.032308184119279,0.7435303636732009
double_lstm_with_attention,500,64,64,4,64,0.004766369253221,0.0690388966686245,0.0543433441795599,-0.0190760206040236
double_lstm_with_attention,500,64,64,8,4,0.0009131746896665,0.0302187804132888,0.0266446314060587,0.8047582175399355
double_lstm_with_attention,500,64,64,8,8,0.0047663703555108,0.0690389046517312,0.0543433701707831,-0.0190762562796631
double_lstm_with_attention,500,64,64,8,16,0.0154595225856681,0.12433632850325,0.1188680550835262,-2.3053311483146506
double_lstm_with_attention,500,64,64,8,32,0.0047663703555108,0.0690389046517312,0.0543433701707831,-0.0190762562796631
double_lstm_with_attention,500,64,64,8,64,0.0248905193834731,0.1577672950375748,0.1486300449842223,-4.321730251372311
double_lstm_with_attention,500,64,64,16,4,0.0483962979181716,0.2199915860167649,0.209371013254899,-9.347395275992936
double_lstm_with_attention,500,64,64,16,8,0.004766369253221,0.0690388966686245,0.0543433441795599,-0.0190760206040236
double_lstm_with_attention,500,64,64,16,16,0.0889052001518743,0.2981697505647988,0.2902142852905104,-18.008421875948823
double_lstm_with_attention,500,64,64,16,32,0.012681009814318,0.1126099898513362,0.1070473937647586,-1.7112698014495518
double_lstm_with_attention,500,64,64,16,64,0.1345621162866042,0.3668270931741605,0.3603904098632643,-27.77012222599818
double_lstm_with_attention,500,64,64,32,4,0.0065858422880072,0.081153202573942,0.0790487913638172,-0.4080893851546756
double_lstm_with_attention,500,64,64,32,8,0.0736700232937653,0.2714222232864607,0.2626578659179518,-14.75105708087588
double_lstm_with_attention,500,64,64,32,16,0.0251788374354152,0.1586784088507797,0.1494498834394036,-4.383374240209899
double_lstm_with_attention,500,64,64,32,32,0.0736700232937653,0.2714222232864607,0.2626578659179518,-14.75105708087588
double_lstm_with_attention,500,64,64,32,64,0.0359275465146534,0.1895456317477495,0.178382266470356,-6.681507492831507
double_lstm_with_attention,500,64,64,64,4,0.0066270015133186,0.0814063972505762,0.0744313094870824,-0.4168894544134935
double_lstm_with_attention,500,64,64,64,8,0.0251482471393423,0.1585819886977786,0.1493630153819439,-4.376833866282738
double_lstm_with_attention,500,64,64,64,16,0.0047663798630554,0.0690389735081241,0.054343594345083,-0.0190782890451131
double_lstm_with_attention,500,64,64,64,32,0.0119897820482451,0.1094978632131473,0.1047493944061407,-1.5634814947201503
double_lstm_with_attention,500,64,64,64,64,0.045537094361028,0.2133942228857848,0.2025424767434787,-8.73608179432305
double_lstm_with_attention,500,128,4,4,4,0.0002782301679048,0.0166802328492384,0.0126570723059846,0.9405128563782976
double_lstm_with_attention,500,128,4,4,8,4.272723272088457e-05,0.0065366071260926,0.0049478162664096,0.9908646821134984
double_lstm_with_attention,500,128,4,4,16,0.001203903309259,0.034697309827406,0.0330611451549898,0.7425988360506084
double_lstm_with_attention,500,128,4,4,32,0.000255855307712,0.015995477726908,0.0120760981648848,0.9452967248273152
