stragety,cost,slo_requests,slo_time,scale_time
over_provision,35.0239032,0.0,0.0,0
half_provision,19.457724000000002,1.0628243596925702,1.6541729135432286,0
provision_95ile,15.566179200000002,2.810713167164534,3.0834582708645675,0
provision_99ile,23.349268800000004,0.25464741032068045,0.4497751124437781,0
average_provision,7.783089600000001,15.66873693943819,17.1864067966017,0
reactive,6.687583760002868,11.785690018464495,7.866066966516741,3147
hpa,10.259208960002304,0.01578956978777907,0.23988005997001496,94
my_strategy_without_burst,7.326256080002942,0.02104198533279072,0.29985007496251875,682
my_strategy_with_duration,7.37720984000294,0.017324629215405094,0.2448775612193903,496
