model,epochs,batchsize,units1,units2,MSE,RMSE,MAE,AR2
double_lstm,2000,1024,4,8,4.21979735627577e-05,0.0064959967335858244,0.004907808461639355,0.9909778406390087
double_lstm,1000,64,16,64,0.004766369942151329,0.06903890165806036,0.054343360424074484,-0.019076167901120433
double_lstm,1500,256,16,4,3.501544946584056e-05,0.005917385357219906,0.004373842263734987,0.9925135038840737
double_lstm,1500,512,32,8,0.0006090489160270264,0.024678916427327727,0.02371640414195274,0.8697819844153742
double_lstm,2000,1024,4,16,4.329149725005311e-05,0.0065796274400647566,0.004995712636912215,0.9907440392466949
double_lstm,1500,512,32,16,9.1789387865559e-05,0.009580677839566416,0.008132123448858846,0.9803749228919895
double_lstm,2000,1024,4,32,4.5809074780393366e-05,0.0067682401538652105,0.005048350764309638,0.9902057672927442
double_lstm,1500,256,16,8,0.00015015810013323345,0.012253901424984349,0.011102975322882831,0.9678953704558608
double_lstm,2000,1024,4,64,3.432143822194513e-05,0.00585845015528383,0.004282678924750546,0.9926618873137052
double_lstm,1500,512,32,32,4.7773576964117695e-05,0.006911843239260978,0.005395728272860051,0.9897857458966879
double_lstm,1000,64,32,4,0.004766370079937721,0.06903890265594986,0.05434336367297738,-0.019076197360610836
double_lstm,2000,1024,8,4,7.5314282868899e-05,0.008678380198452877,0.007322734975310445,0.9838973911580987
double_lstm,1500,256,16,16,0.00015448763614388155,0.012429305537473989,0.011262241554721917,0.9669696917905305
double_lstm,1500,512,32,64,5.1375675176471835e-05,0.007167682692228489,0.005788912211413743,0.989015597442581
double_lstm,2000,1024,8,8,0.0009431154581420517,0.030710184925233707,0.02999375160086375,0.7983567161935587
double_lstm,1500,512,64,4,4.819195929078449e-05,0.0069420428758964385,0.005501149455403102,0.9896962934489443
double_lstm,1500,256,16,32,4.220795199222477e-05,0.006496764732713104,0.004913051703679816,0.9909757071957833
double_lstm,2000,1024,8,16,4.854471849210517e-05,0.006967403999489708,0.005386222386858183,0.9896208715871424
double_lstm,1500,512,64,8,0.004768577569760601,0.06905488809462079,0.054395082958199635,-0.01954817085337024
double_lstm,2000,1024,8,32,6.962584034042456e-05,0.008344209988993838,0.006959261129607026,0.9851136115278141
double_lstm,1000,64,32,8,0.004766370079937721,0.06903890265594986,0.05434336367297738,-0.019076197360610836
double_lstm,1500,256,16,64,0.0014267954378321943,0.03777294584530302,0.03171851199805112,0.6949432702849421
double_lstm,1500,512,64,16,4.0734357452483215e-05,0.006382347330918556,0.0049417093403627144,0.9912907698314632
double_lstm,2000,1024,8,64,5.2753441506927095e-05,0.007263156442410358,0.005476150963726554,0.9887210234062926
double_lstm,1500,512,64,32,0.0060151150117927635,0.07755717253608956,0.04464450404704724,-0.2860647474072322
double_lstm,1500,256,32,4,0.0001922549885892717,0.013865604515825183,0.012594156079157448,0.9588948236479106
double_lstm,2000,1024,16,4,4.0317345198454e-05,0.006349594097141486,0.0045890480472481066,0.9913799293501246
double_lstm,1500,512,64,64,8.06355118204498e-05,0.008979727825521762,0.007538995647504668,0.9827596830753679
double_lstm,2000,1024,16,8,3.458340667873913e-05,0.0058807658241711285,0.00429745054347677,0.9926058770135605
double_lstm,1000,64,32,16,0.0006646851221046278,0.025781487973052054,0.021385433551238734,0.8578866568654258
double_lstm,1500,256,32,8,0.01607455676852121,0.12678547538468754,0.1207605931271215,-2.4368288469400397
double_lstm,2000,1024,16,16,0.00013713263212036423,0.011710364303486216,0.010651864826458482,0.9706802873189615
double_lstm,2000,512,4,4,3.6810969583806263e-05,0.006067204429043599,0.004513085869343732,0.9921296117851779
double_lstm,2000,1024,16,32,3.904235442805445e-05,0.0062483881463985935,0.0046694250140483454,0.9916525294051304
double_lstm,1500,256,32,16,4.141871605721535e-05,0.006435737413631428,0.004873643066198056,0.9911444501892943
double_lstm,2000,512,4,8,0.0001866243142831928,0.013661050994824403,0.012613485924711874,0.9600986928532346
double_lstm,2000,1024,16,64,4.9831975411502414e-05,0.007059176680853258,0.00539422501992342,0.9893456489618647
double_lstm,1000,64,32,32,0.09132525528540121,0.3022006871027947,0.29435418549803,-18.525843003875547
double_lstm,1500,256,32,32,0.0007024030905146172,0.026502888342869672,0.025157171279782824,0.8498223473018004
double_lstm,2000,1024,32,4,0.00038521658300261967,0.01962693514032743,0.018488188096403697,0.9176385710755203
double_lstm,2000,512,4,16,7.949428532172907e-05,0.008915956781059959,0.007701878728165159,0.9830036835917227
double_lstm,2000,1024,32,8,3.521073189718276e-05,0.005933863151201143,0.0043665766072872115,0.9924717514237724
double_lstm,1500,256,32,64,0.021037739999085554,0.14504392437839495,0.1372437874862584,-3.497984780822864
double_lstm,2000,512,4,32,5.065129901339727e-05,0.0071169726017034285,0.005649819828310246,0.9891704730593175
double_lstm,2000,1024,32,16,0.000309068175711669,0.017580334914661582,0.016550919581584375,0.9339195203169066
double_lstm,1000,64,32,64,0.005861559715120659,0.07656082363141517,0.07248229467693082,-0.2532337785162826
double_lstm,2000,1024,32,32,0.00014703807755549235,0.01212592584322914,0.011035223676174925,0.9685624484818804
double_lstm,1500,256,64,4,0.016074553587385184,0.12678546283933811,0.12076058165831673,-2.4368281667956215
double_lstm,2000,512,4,64,0.004715245878473603,0.06866764797540106,0.05291988155027929,-0.008145561269123691
double_lstm,2000,1024,32,64,0.005799684040833221,0.0761556566568316,0.06748697049971139,-0.24000441826845398
double_lstm,2000,512,8,4,3.564145848745869e-05,0.005970046774310792,0.004365562372751271,0.9923796597044222
double_lstm,1500,256,64,8,0.016074547225114474,0.12678543774864082,0.1207605587207072,-2.436826806507072
double_lstm,2000,1024,64,4,0.004633689553815924,0.06807120943406195,0.052188650398369764,0.009291630516021998
double_lstm,1000,64,64,4,0.004766369666578873,0.06903889966228367,0.05434335392626869,-0.01907610898221046
double_lstm,2000,1024,64,8,0.005799682047136454,0.07615564356721341,0.06748695172827243,-0.24000399200509537
double_lstm,2000,512,8,8,6.127068836399326e-05,0.007827559540750442,0.00633958742658892,0.9868999890775454
double_lstm,1500,256,64,16,0.03584370566945,0.1893243398759124,0.17816596486823807,-6.663581857960419
double_lstm,2000,1024,64,16,0.004936833549850817,0.07026260420629751,0.05746558343916882,-0.05552222689556485
double_lstm,2000,512,8,16,0.00013215769871066974,0.01149598620000345,0.010381453941379395,0.9717439555059143
double_lstm,2000,1024,64,32,0.0047260136374282224,0.06874600815631568,0.053420459457846244,-0.01044776749011267
double_lstm,1500,256,64,32,0.004851083118953361,0.06964971729270235,0.056047862374840086,-0.037188312076647856
double_lstm,2000,1024,64,64,0.06026340203497849,0.24548605262820633,0.23581514222604114,-11.88464755271836
double_lstm,2000,512,8,32,4.458473703574946e-05,0.006677180320745386,0.004952546373236355,0.9904675374516223
double_lstm,1000,64,64,8,0.04503705805827046,0.21221936306159828,0.20133131111912836,-8.629171276379573
double_lstm,2500,1024,4,4,0.00017524771441520257,0.013238115969245873,0.011869281735545863,0.962531072617694
double_lstm,1500,256,64,64,0.01607455676852121,0.12678547538468754,0.1207605931271215,-2.4368288469400397
double_lstm,2000,512,8,64,5.6428093779330644e-05,0.0075118635357233855,0.006110347346919149,0.9879353624941981
double_lstm,2500,1024,4,8,3.448275357072782e-05,0.005872201765158263,0.004324123183046575,0.9926273972028963
double_lstm,2000,256,4,4,3.6502191967469675e-05,0.0060417043925923486,0.00441882597953497,0.9921956301416649
double_lstm,2000,512,16,4,0.0002840124349414734,0.01685266848132584,0.015488815129942466,0.9392765758115311
double_lstm,2500,1024,4,16,5.572173135825409e-05,0.007464699013239187,0.005863079605121873,0.988086386673596
double_lstm,1000,64,64,16,0.004766369942151329,0.06903890165806036,0.054343360424074484,-0.019076167901120433
double_lstm,2500,1024,4,32,3.439277523602349e-05,0.005864535381087192,0.004313135990908273,0.9926466350668551
double_lstm,2000,512,16,8,3.502412895273113e-05,0.0059181187004597275,0.004381672583806626,0.9925116481619314
double_lstm,2000,256,4,8,3.469962201802102e-05,0.00589063850681919,0.004330764537776681,0.9925810295333934
double_lstm,2500,1024,4,64,9.779630021965026e-05,0.009889201192191928,0.008798536440564055,0.9790906119180154
double_lstm,2000,512,16,16,3.5951669780436715e-05,0.005995971129052967,0.00441124390416621,0.9923133348199663
double_lstm,2500,1024,8,4,3.4027654820039715e-05,0.005833322794089122,0.0042690012667386664,0.9927246998244924
double_lstm,2000,256,4,16,3.457729216782195e-05,0.005880245927495036,0.00429135107983531,0.9926071843297004
double_lstm,1000,64,64,32,0.07366300975032591,0.2714093029914891,0.2626445144775222,-14.749557546626887
double_lstm,2000,512,16,32,3.536476956179397e-05,0.00594682852971178,0.004425511768234005,0.992438817321957
double_lstm,2500,1024,8,8,5.1883935907495306e-05,0.007203050458485996,0.005669114336014106,0.9889069284965378
double_lstm,2000,512,16,64,0.00014740595970883075,0.012141085606684057,0.010892526036478356,0.968483793249573
double_lstm,2000,256,4,32,3.414307982483645e-05,0.005843208008006942,0.004307520676394476,0.9927000213221948
double_lstm,2500,1024,8,16,3.486216528416713e-05,0.0059044191318170436,0.004331256846744282,0.9925462768870834
double_lstm,2000,512,32,4,7.638157194306814e-05,0.00873965513868071,0.007262263916058692,0.9836691988706875
double_lstm,2500,1024,8,32,5.525530312233438e-05,0.007433391091711399,0.005934862124428092,0.9881861116015875
double_lstm,1000,64,64,64,0.019634685213465442,0.14012382100651352,0.13283432256271716,-3.1980039334193746
double_lstm,2500,1024,8,64,3.472094394944127e-05,0.0058924480438474185,0.00433226855071231,0.9925764707869201
double_lstm,2000,256,4,64,0.0001382618532840336,0.011758480058410339,0.01066005172623021,0.9704388536094191
double_lstm,2000,512,32,8,0.0002494878300210535,0.01579518376028128,0.014844085318512418,0.9466581266579015
double_lstm,2500,1024,16,4,0.00010203220417244151,0.010101099156648325,0.008847313321081287,0.9781849523027948
double_lstm,1000,128,4,4,6.262676058362685e-05,0.007913707132793508,0.005902520004534305,0.9866100533617377
double_lstm,2000,512,32,16,3.4669015537530426e-05,0.005888040042113371,0.0042988442704160424,0.9925875733676383
double_lstm,2000,256,8,4,0.00025460869961888694,0.015956462628630663,0.012617675744890826,0.9455632565094619
double_lstm,2500,1024,16,8,4.59437093515153e-05,0.006778178911146806,0.005084422971241485,0.990176981679275
double_lstm,1000,128,4,8,0.004742908753666222,0.06886877923751968,0.04752558761710694,-0.014060036474901949
double_lstm,2500,1024,16,16,7.210208934611901e-05,0.00849129491574277,0.007314784330992463,0.9845841758402533
double_lstm,2000,512,32,32,3.485695165143369e-05,0.005903977612714473,0.004321182974576708,0.9925473915905015
double_lstm,2000,256,8,8,3.502536933364155e-05,0.005918223494735692,0.004350123205785981,0.9925113829616552
double_lstm,2500,1024,16,32,0.00034425471415572224,0.018554102353811736,0.017628880711638782,0.9263964444343228
double_lstm,2000,512,32,64,0.004768577151099661,0.06905488506325719,0.05439507321149094,-0.01954808134135355
double_lstm,1000,128,4,16,0.0008053659359741231,0.02837896995971001,0.027319011141075208,0.8278083233673281
double_lstm,2500,1024,16,64,0.001498603320258768,0.03871179820492414,0.037783700629462326,0.6795903491863884
double_lstm,2000,256,8,16,3.564266396282836e-05,0.0059701477337523534,0.004371188790964685,0.9923794019671431
double_lstm,2000,512,64,4,3.526918427734933e-05,0.005938786431363678,0.0043467674692595866,0.9924592539826783
double_lstm,2500,1024,32,4,4.049864688812496e-05,0.006363854719281778,0.004828623243541101,0.9913411660494604
double_lstm,1000,128,4,32,0.000495885670919767,0.022268490539768676,0.020224134463435565,0.8939769100235007
double_lstm,2000,512,64,8,0.002618559525518518,0.05117186263483593,0.045552465039900125,0.4401375388243701
double_lstm,2000,256,8,32,5.300627256888731e-05,0.00728054067833477,0.0057493135625065386,0.9886669667315325
double_lstm,2500,1024,32,8,4.3387291742423225e-05,0.006586903046380994,0.005065686006130787,0.9907235578561658
double_lstm,1000,128,4,64,0.5463553692474675,0.7391585548767379,0.7333131557050202,-115.81378968951914
double_lstm,2000,512,64,16,3.5960863650746244e-05,0.005996737750706316,0.004466543273088467,0.9923113691198135
double_lstm,2500,1024,32,16,3.6082274403911477e-05,0.006006852287505618,0.004448435074388399,0.9922854108315189
double_lstm,2000,512,64,32,0.004746594451221833,0.06889553288292234,0.054818197612719284,-0.01484805892943264
double_lstm,2000,256,8,64,0.0003239446489405666,0.017998462404899107,0.01693483013066951,0.9307388483350868
double_lstm,2500,1024,32,32,0.0002587401150528478,0.01608540068051921,0.01510342672315315,0.9446799371155526
double_lstm,1000,128,8,4,0.0002347602706152515,0.015321888611240179,0.013598315130385896,0.9498069600434669
double_lstm,2000,512,64,64,0.0043726550121946746,0.06612605395904608,0.05026874290666231,0.06510225444865403
double_lstm,2500,1024,32,64,3.660425000206122e-05,0.006050144626540858,0.004449344213776493,0.9921738095712818
double_lstm,2000,256,16,4,4.8523077730830984e-05,0.0069658508260535545,0.005483404345028374,0.989625498501196
double_lstm,1000,128,8,8,0.00010291420491612755,0.010144663864127167,0.008452844643178662,0.9779963756818295
double_lstm,2500,1024,64,4,3.8410717521143934e-05,0.006197638059869577,0.00449886919073066,0.9917875768576805
double_lstm,2500,512,4,4,4.4526598192852444e-05,0.0066728253530908815,0.005164452211620555,0.9904799678567198
double_lstm,2500,1024,64,8,0.005119146568616746,0.07154821149837881,0.06184852972070203,-0.09450175529503513
double_lstm,1000,128,8,16,0.0007388020739828926,0.027180913781234297,0.026052375429441717,0.8420400439895225
double_lstm,2000,256,16,8,0.0008305781764855644,0.028819753234293394,0.02749471999390561,0.8224178073653319
double_lstm,2500,1024,64,16,3.6411827637565314e-05,0.006034221377904967,0.004461219598985305,0.9922149505335254
double_lstm,2500,512,4,8,3.538479400344018e-05,0.005948511915045659,0.004379168259046811,0.9924345359859498
double_lstm,2500,1024,64,32,0.004715685262005547,0.06867084724980134,0.05291483327594819,-0.00823950389032313
double_lstm,2000,256,16,16,3.465548121725975e-05,0.005886890623857365,0.004343481666902304,0.992590467079919
double_lstm,1000,128,8,32,0.00031483839784355943,0.017743686140246042,0.015102577545714264,0.9326858150171767
double_lstm,2500,1024,64,64,4.7615152557893283e-05,0.006900373363658903,0.005113317097632656,0.9898196179080418
double_lstm,2500,512,4,16,3.726265147969751e-05,0.006104314169478624,0.004463396851740508,0.9920330397059726
double_lstm,2000,256,16,32,3.6840209073210153e-05,0.006069613585164228,0.0044455243512329335,0.9921233602211628
double_lstm,3000,1024,4,4,8.200404746259364e-05,0.009055608619115208,0.007725703559222068,0.9824670826111238
double_lstm,1000,128,8,64,0.006269056748982309,0.07917737523423159,0.07479887606499681,-0.3403588906537951
double_lstm,2500,512,4,32,3.537877561674425e-05,0.005948006020234365,0.004362957392448914,0.9924358227502013
double_lstm,3000,1024,4,8,3.3680994478378976e-05,0.005803532930756831,0.004255575056663108,0.9927988177164794
double_lstm,2000,256,16,64,3.548042701852685e-05,0.005956544889323579,0.004366694073864338,0.9924140891201542
double_lstm,1000,128,16,4,8.378456018985816e-05,0.009153390638984996,0.007595108123567864,0.9820863991750873
double_lstm,2500,512,4,64,5.2318156387170686e-05,0.007233129086859344,0.00572832358513611,0.9888140897643742
double_lstm,3000,1024,4,16,3.469338187600784e-05,0.00589010881699208,0.004305127282542609,0.9925823637101542
double_lstm,3000,1024,4,32,3.5592744352717146e-05,0.005965965500463202,0.004350740269246357,0.9923900750549631
double_lstm,2500,512,8,4,6.659887666527771e-05,0.008160813480608273,0.006882097662540586,0.9857607930474784
double_lstm,2000,256,32,4,0.00014728452888784223,0.012136083754154066,0.010840257894524658,0.968509755828479
double_lstm,1000,128,16,8,0.012631994495954537,0.11239214605992065,0.10733949024610866,-1.700790056190038
double_lstm,3000,1024,4,64,3.547754561474392e-05,0.005956303015692194,0.004341204676899672,0.9924147051801665
double_lstm,2500,512,8,8,0.000326748126154658,0.018076175650691657,0.017036951920589294,0.9301394494527491
double_lstm,3000,1024,8,4,3.391986317359645e-05,0.005824076164817597,0.004269251581007662,0.9927477462726955
double_lstm,2000,256,32,8,3.4654742234047055e-05,0.005886827858367106,0.0043324710625590596,0.9925906250786036
double_lstm,1000,128,16,16,4.5568853192548866e-05,0.00675047059045137,0.005025970325236435,0.9902571279924295
double_lstm,2500,512,8,16,0.000358228102146206,0.018926914755083724,0.01799992398676796,0.9234088570546679
double_lstm,3000,1024,8,8,9.19063318849194e-05,0.009586779015129086,0.008479853258278701,0.9803499196160047
double_lstm,2500,512,8,32,3.4402164424340666e-05,0.005865335832187332,0.004300514368838462,0.9926446276066356
double_lstm,3000,1024,8,16,7.264395919299942e-05,0.008523142565568138,0.007332259115724833,0.984468321079972
double_lstm,2000,256,32,16,4.684829186438827e-05,0.006844581204455702,0.0053084025986994176,0.9899835769515772
double_lstm,1000,128,16,32,0.00024755657061856896,0.015733930552108363,0.014259418657236709,0.9470710405640803
double_lstm,2500,512,8,64,3.723897617214017e-05,0.00610237463387329,0.004497794252139818,0.9920381016172368
double_lstm,3000,1024,8,32,3.486725322735872e-05,0.0059048499750085715,0.004318603158364558,0.9925451890567821
double_lstm,2500,512,16,4,3.4223033538408054e-05,0.005850045601395604,0.004290388467745815,0.992682926777494
double_lstm,3000,1024,8,64,8.681433755655686e-05,0.00931742118595896,0.008029791764098626,0.9814386160726587
double_lstm,2000,256,32,32,3.441113946300777e-05,0.005866100873920237,0.004292169612346553,0.9926427086938944
double_lstm,3000,1024,16,4,3.458417785155408e-05,0.00588083139118561,0.0043128640837498105,0.9926057121325617
double_lstm,1000,128,16,64,0.00040750115419313553,0.0201866578262261,0.018760067791733535,0.9128740069129029
double_lstm,2500,512,16,8,7.906739525381325e-05,0.008891984888303244,0.007663162066891512,0.9830949550414437
double_lstm,3000,1024,16,8,3.475916177405998e-05,0.005895690101596248,0.004311655094330366,0.9925682996053437
double_lstm,2500,512,16,16,3.442978045151193e-05,0.00586768953264502,0.004286984137752204,0.9926387231477951
double_lstm,3000,1024,16,16,6.859353693958131e-05,0.008282121524077108,0.006873470800743474,0.9853343236854121
double_lstm,2000,256,32,64,0.00047569113130682884,0.021810344593949652,0.01952002833812029,0.8982946139136841
double_lstm,1000,128,32,4,0.012631986523619075,0.11239211059331111,0.10733945640780854,-1.7007883516607696
double_lstm,2500,512,16,32,0.0008941007183869857,0.02990151699140005,0.0289968621978294,0.8088363377433955
double_lstm,3000,1024,16,32,3.548959749090391e-05,0.005957314620775363,0.004380422406668156,0.9924121284226085
double_lstm,3000,1024,16,64,3.4743367842803664e-05,0.00589435050220155,0.0043239736520288286,0.9925716764349092
double_lstm,2500,512,16,64,3.481945551173697e-05,0.00590080126014569,0.004332793140602891,0.9925554084718635
double_lstm,2000,256,64,4,0.005457009709355924,0.07387157578768659,0.043984267980704816,-0.1667387572311696
double_lstm,1000,128,32,8,0.012631973236402187,0.11239205148230985,0.10733940001064167,-1.7007855107805536
double_lstm,3000,1024,32,4,3.468281520117312e-05,0.005889211763994662,0.0043159566212128235,0.9925846229234818
double_lstm,2500,512,32,4,7.193994518852833e-05,0.008481741872311863,0.007218412754696984,0.9846188431549541
double_lstm,3000,1024,32,8,3.433265127907717e-05,0.00585940707572679,0.004282893314637247,0.9926594899002792
double_lstm,2000,256,64,8,3.4643055068450844e-05,0.0058858351207327275,0.004338775125550373,0.9925931238590326
double_lstm,1000,128,32,16,0.00234360938960707,0.04841083958791739,0.04655459054828713,0.4989233935249524
double_lstm,2500,512,32,8,8.985636709957043e-05,0.009479259839226395,0.008179312127544185,0.9807882133873947
double_lstm,3000,1024,32,16,3.412905070522927e-05,0.005842007420846816,0.004274515983434385,0.9927030208253014
double_lstm,3000,1024,32,32,3.4738120832425295e-05,0.005893905397308757,0.004312141755488452,0.9925727982746518
double_lstm,2500,512,32,16,3.53908509623173e-05,0.005949021008730538,0.004383177038209653,0.9924332409747534
double_lstm,2000,256,64,16,0.007314074613605873,0.08552236323679248,0.05213102087469076,-0.5637894706956204
double_lstm,1000,128,32,32,0.012631978551287611,0.11239207512670817,0.10733942256950842,-1.7007866471323556
double_lstm,3000,1024,32,64,3.724237081112767e-05,0.00610265276835637,0.004470015803030601,0.9920373758247085
double_lstm,2500,512,32,32,3.52699376853037e-05,0.005938849862162176,0.00439726052701484,0.9924590928999045
double_lstm,3000,1024,64,4,7.697572907999802e-05,0.008773581314377728,0.007367111131223161,0.9835421647995638
double_lstm,2000,256,64,32,0.027247686571195317,0.16506873286966045,0.15526032314936894,-4.825705589820738
double_lstm,2500,512,32,64,0.00021483954967391338,0.014657405966743003,0.013688502350877313,0.9540661199922565
double_lstm,1000,128,32,64,0.012631978551287611,0.11239207512670817,0.10733942256950842,-1.7007866471323556
double_lstm,3000,1024,64,8,3.834904702488847e-05,0.00619266073872035,0.00461148839601254,0.991800762349734
double_lstm,2500,512,64,4,3.590968778732354e-05,0.005992469256268533,0.004410723495516345,0.9923223108015167
double_lstm,3000,1024,64,16,0.001229685675205667,0.03506687432899697,0.031190682660410356,0.7370864240877871
double_lstm,2000,256,64,64,0.00028886205152085326,0.016995942207505096,0.009588688847653246,0.9382397010536995
double_lstm,2500,512,64,8,0.004671028205591438,0.06834492084706396,0.05335892285933339,0.001308420939803323
double_lstm,3000,1024,64,32,0.004972982756366774,0.07051937858749731,0.05882376798141821,-0.06325112651856002
double_lstm,1000,128,64,4,0.00991440094264587,0.09957108487229548,0.07234315570565959,-1.1197535739549673
double_lstm,2500,512,64,16,0.004765299434575512,0.06903114829245934,0.054356527079453223,-0.01884728748031539
double_lstm,3000,1024,64,64,5.610919710989015e-05,0.007490607259087219,0.0059551560166927284,0.9880035443600194
double_lstm,2500,256,4,4,3.5367759474033415e-05,0.0059470799115224115,0.004371404065620469,0.9924381780622386
double_lstm,3500,1024,4,4,3.445959747674101e-05,0.005870229763539159,0.004309359625724208,0.9926323481034369
double_lstm,2500,512,64,32,3.560211660965806e-05,0.005966750925726501,0.004370123044458506,0.9923880712147654
double_lstm,1000,128,64,8,0.012631994495954537,0.11239214605992065,0.10733949024610866,-1.700790056190038
double_lstm,2500,512,64,64,0.004924473369358402,0.07017459204981816,0.0572978450503267,-0.05287955217168672
double_lstm,3500,1024,4,8,3.6760211999851126e-05,0.006063020039538969,0.0044788822880483465,0.992140464036425
double_lstm,2500,256,4,8,3.443156514345107e-05,0.005867841608585824,0.004306879383283354,0.9926383415708205
double_lstm,3500,1024,4,16,8.176454682451683e-05,0.009042375065463544,0.007913936538116374,0.9825182891677746
double_lstm,3000,512,4,4,3.389238775523731e-05,0.0058217169078577935,0.00426638170318498,0.992753620668597
double_lstm,1000,128,64,16,0.012631994495954537,0.11239214605992065,0.10733949024610866,-1.700790056190038
double_lstm,3500,1024,4,32,3.3612188892064746e-05,0.005797601994968674,0.004248260388296169,0.9928135287301192
double_lstm,3000,512,4,8,0.000436111061542059,0.020883272290090436,0.019972621263060892,0.9067570510116604
double_lstm,3500,1024,4,64,7.426144193206858e-05,0.008617507872469196,0.007196120408137068,0.9841224943541025
double_lstm,1000,128,64,32,0.0001215672320759983,0.011025753129650522,0.007592671789782978,0.9740082556515876
double_lstm,2500,256,4,16,9.068344537777582e-05,0.009522785589194782,0.008092272934599958,0.9806113794923055
double_lstm,3000,512,4,16,3.489356623483142e-05,0.005907077639140307,0.004325068661906978,0.9925395631907359
double_lstm,3500,1024,8,4,3.393310399025628e-05,0.005825212784976724,0.004258558841317971,0.9927449153131046
double_lstm,3000,512,4,32,3.5219535745485535e-05,0.005934604935923329,0.004320061794253488,0.9924698691124747
double_lstm,3500,1024,8,8,3.420725111886911e-05,0.005848696531610194,0.004280456242123675,0.992686301145791
double_lstm,1000,128,64,64,0.01263197923459284,0.11239207816653646,0.10733942519703644,-1.7007867932267802
double_lstm,2500,256,4,32,4.044444626995379e-05,0.006359594819637002,0.00481169786149656,0.9913527544404024
double_lstm,3500,1024,8,16,3.579150518433672e-05,0.005982600202615642,0.004352602551156698,0.9923475788935081
double_lstm,3000,512,4,64,3.7171213192393935e-05,0.006096819924550334,0.004573412442753157,0.9920525897158451
double_lstm,3500,1024,8,32,5.948104888202147e-05,0.007712395793916536,0.006239324884011044,0.987282623864049
double_lstm,3000,512,8,4,4.1484790094388004e-05,0.006440868737553033,0.00483874996898738,0.9911303231959184
double_lstm,2500,256,4,64,4.32681844281746e-05,0.006577855610164653,0.004868709433576247,0.9907490236565227
double_lstm,3500,1024,8,64,0.00012712994284962473,0.01127519147729318,0.010079138106226446,0.972818917424146
double_lstm,3000,512,8,8,3.411291020706727e-05,0.005840625840358828,0.004289817699097427,0.9927064717527817
double_lstm,3500,1024,16,4,3.426869607014841e-05,0.0058539470505077525,0.004273649823891172,0.9926731638764966
double_lstm,2500,256,8,4,3.554515573257496e-05,0.005961975824554723,0.004393410340136611,0.9924002497642783
double_lstm,3500,1024,16,8,3.450880670152096e-05,0.005874419690618041,0.004286423598853678,0.9926218268999167
double_lstm,3000,512,8,16,3.422819687473445e-05,0.005850486892108592,0.004277377581385546,0.992681822827725
double_lstm,1500,64,4,4,0.003444796959875601,0.05869239269169047,0.05610423927323416,0.2634834207847978
double_lstm,3500,1024,16,16,3.423582991027942e-05,0.005851139197650268,0.004285651711806431,0.9926801908426489
double_lstm,3000,512,8,32,3.44467689462419e-05,0.005869136984791026,0.004299985749455716,0.9926350909139741
double_lstm,3500,1024,16,32,3.447751204113736e-05,0.005871755448001676,0.004296709536863953,0.9926285178708163
double_lstm,2500,256,8,8,3.535596468393181e-05,0.005946088183329592,0.00437139145138011,0.9924406998533802
double_lstm,3500,1024,16,64,0.0041393050645907314,0.06433743128685455,0.03950310715642519,0.11499375957106606
double_lstm,3000,512,8,64,3.460261956946563e-05,0.0058823991338114445,0.004301542579240438,0.9926017691916136
double_lstm,3500,1024,32,4,3.4246015248751396e-05,0.005852009505182933,0.0042840612917072,0.9926780131611378
double_lstm,3000,512,16,4,3.5105739473611545e-05,0.005925009660212508,0.004319097177182595,0.992494199382695
double_lstm,3500,1024,32,8,3.66840294532413e-05,0.006056734223427779,0.004436368057849555,0.992156752284841
double_lstm,2500,256,8,16,5.60303102961711e-05,0.007485339691434925,0.00600493582980147,0.9880204107956504
double_lstm,3000,512,16,8,3.4267198940266213e-05,0.005853819175569588,0.004298235264826415,0.9926734839711183
double_lstm,3500,1024,32,16,3.5087214481174206e-05,0.005923446165972492,0.004333549932556894,0.9924981601281959
double_lstm,1500,64,4,8,0.0047663692532210235,0.06903889666862459,0.054343344179559994,-0.01907602060402369
double_lstm,3000,512,16,16,3.427258157745504e-05,0.0058542789118263775,0.004287618569656853,0.9926723331336159
double_lstm,3500,1024,32,32,3.423496130800311e-05,0.005851064972122862,0.004282773750487934,0.9926803765546037
double_lstm,3000,512,16,32,3.5644308310457784e-05,0.005970285446313081,0.004373183837323844,0.9923790503965556
double_lstm,3500,1024,32,64,3.53023491244388e-05,0.005941577999524941,0.004332735798586593,0.9924521631555517
double_lstm,2500,256,8,32,3.686703365598361e-05,0.006071822926929244,0.004507392919983326,0.9921176249774972
double_lstm,3500,1024,64,4,0.004384538364543619,0.06621584677812116,0.04424026107489344,0.06256152821033056
double_lstm,3000,512,16,64,3.404694000923154e-05,0.005834975579146115,0.004314953734508789,0.9927205765447349
double_lstm,3500,1024,64,8,0.004288033485553439,0.06548307785644654,0.04821868340870103,0.0831948033145884
double_lstm,3000,512,32,4,3.41212589639499e-05,0.005841340510871619,0.00426685985702442,0.9927046867425382
double_lstm,3500,1024,64,16,0.004753127855893225,0.0689429318777003,0.05401922630381026,-0.01624493686309636
double_lstm,2500,256,8,64,3.763241701618535e-05,0.006134526633423752,0.004529462846909191,0.9919539817959657
double_lstm,3500,1024,64,32,0.004681041768796908,0.06841813917958385,0.05069626655509582,-0.0008325340725683361
double_lstm,3000,512,32,8,3.558746965202068e-05,0.005965523418110156,0.004429123956261591,0.9923912028150486
