stragety,cost,slo_requests,slo_time,scale_time
over_provision,125.27623680000002,0.0,0.0,0
half_provision,68.33249280000001,1.3427826650334,2.4607240437158473,0
provision_95ile,56.94374400000001,1.989245316881589,3.6987704918032787,0
provision_99ile,102.4987392,0.08382076044378292,0.7513661202185792,0
average_provision,56.94374400000001,1.989245316881589,3.6987704918032787,0
reactive,50.52201439998215,16.348586480101446,16.296106557377048,19082
hpa,60.44263368001916,0.005163466020107647,0.08025956284153005,94
my_strategy_without_burst,52.86705423998251,0.022099538096538033,0.584016393442623,1866
my_strategy_with_duration,53.129018799983854,0.018343983923519172,0.46789617486338797,1325
