stragety,cost,slo_requests,slo_time,scale_time
over_provision,35.0239032,0.0,0.0,0
half_provision,19.457724000000002,7.2798191061660384,1.6541729135432286,0
provision_95ile,15.566179200000002,12.081760032906285,3.0834582708645675,0
provision_99ile,23.349268800000004,2.283149765116552,0.4497751124437781,0
average_provision,7.783089600000001,41.505624687295274,17.1864067966017,0
